Timestamp,MQ135 (Air Quality),Light (1=Dark, 0=Bright),Temperature (°C),Humidity (%),Soil Moisture
2025-03-22 01:38:22,28,1,22.8,68.3,1020
2025-03-22 01:39:42,32,1,23.5,65.9,1022
2025-03-22 01:40:03,30,1,23.5,65.9,1021
2025-03-22 01:40:04,13,1,24.0,66.5,1020
2025-03-22 01:40:25,32,1,23.5,66.0,1021
2025-03-22 01:40:46,31,1,23.5,66.0,1021
2025-03-22 01:41:08,29,1,23.5,66.0,1021
2025-03-22 01:41:29,32,1,23.5,66.2,1020
2025-03-22 01:42:14,32,1,23.6,66.1,1020
2025-03-22 01:42:37,33,1,23.6,65.9,1022
2025-03-22 01:43:25,32,1,23.7,65.9,1022
2025-03-22 01:44:14,32,1,23.8,65.4,1020
2025-03-22 01:44:57,32,1,23.8,65.3,1020
2025-03-22 01:45:18,31,1,23.9,65.2,1020
2025-03-22 01:46:01,31,1,23.9,65.1,1020
2025-03-22 01:46:36,33,1,24.0,64.1,1022
2025-03-22 01:46:53,31,1,24.0,64.1,1020
2025-03-22 01:47:10,31,1,24.0,64.1,1020
2025-03-22 01:47:26,32,1,24.0,64.1,1020
2025-03-22 01:47:43,32,1,23.9,64.1,1011
2025-03-22 01:48:16,32,1,24.8,86.5,1022
2025-03-22 01:48:49,31,1,24.1,92.1,1019
2025-03-22 01:49:05,23,1,24.1,84.6,1019
2025-03-22 01:49:38,22,1,24.1,72.8,1020
2025-03-22 01:49:56,24,1,24.1,68.9,1023
2025-03-22 01:50:41,24,1,23.9,64.1,1022
2025-03-22 01:50:43,25,1,23.9,64.2,1022
2025-03-22 01:50:46,24,1,23.9,64.2,1020
2025-03-22 01:50:48,23,1,23.9,64.2,1022
2025-03-22 01:50:50,23,1,23.9,64.3,1020
2025-03-22 01:50:52,24,1,23.9,64.4,985
2025-03-22 01:50:55,24,1,23.9,64.4,1001
2025-03-22 01:50:57,23,1,23.8,64.5,999
2025-03-22 01:50:59,22,1,23.9,64.6,994
2025-03-22 01:51:01,26,1,24.2,69.2,1003
2025-03-22 01:51:04,24,1,24.9,83.0,1000
2025-03-22 01:51:06,26,1,25.3,89.5,999
2025-03-22 01:51:08,25,1,25.8,99.9,1015
2025-03-22 01:51:10,27,1,25.9,99.9,1013
2025-03-22 01:51:13,28,1,25.8,99.9,1007
2025-03-22 01:51:15,28,1,25.7,99.9,1014
2025-03-22 01:51:17,26,1,25.6,99.9,1010
2025-03-22 01:51:19,30,1,25.3,97.2,1012
2025-03-22 01:51:22,28,1,25.2,92.2,1011
2025-03-22 01:51:24,27,1,25.2,91.7,1010
2025-03-22 01:51:26,26,1,26.7,99.9,1023
2025-03-22 01:51:28,25,1,26.3,99.9,997
2025-03-22 01:51:31,26,1,26.2,99.9,997
2025-03-22 01:51:33,25,1,26.1,99.9,1023
2025-03-22 01:51:35,26,1,26.0,99.9,980
2025-03-22 01:51:37,25,1,25.8,99.9,988
2025-03-22 01:51:40,25,1,25.7,99.9,1011
2025-03-22 01:51:42,24,1,25.6,99.9,1020
2025-03-22 01:51:44,24,1,25.5,99.9,1022
2025-03-22 01:51:46,24,1,25.4,99.1,1022
2025-03-22 01:51:49,26,1,25.3,98.1,1021
2025-03-22 01:51:51,26,1,25.2,97.5,1022
2025-03-22 01:58:36,25,1,23.9,65.1,1019
2025-03-22 01:58:46,24,1,23.9,65.1,1020
2025-03-22 01:58:57,24,1,23.9,64.9,1020
2025-03-22 01:59:18,25,1,23.9,65.1,1018
2025-03-22 01:59:28,25,1,23.9,65.1,1021
2025-03-22 01:59:39,23,1,23.9,65.9,1021
2025-03-22 01:59:49,25,1,23.9,66.4,1019
2025-03-22 02:00:00,24,1,23.9,65.9,1022
2025-03-22 02:00:10,24,1,23.9,65.5,1022
2025-03-22 02:00:21,23,1,23.9,65.4,1020
2025-03-22 02:00:31,24,1,23.9,65.2,1023
2025-03-22 02:00:36,0,1,23.9,65.3,233
2025-03-22 02:00:42,0,1,23.9,65.3,218
2025-03-22 02:00:47,0,1,23.9,65.4,210
2025-03-22 02:00:52,25,1,23.9,65.5,213
2025-03-22 02:00:57,24,1,23.9,65.5,244
2025-03-22 02:01:03,24,1,23.9,65.5,202
2025-03-22 02:01:08,23,1,23.9,65.5,500
2025-03-22 02:01:13,0,1,23.9,65.3,295
2025-03-22 02:01:18,24,1,23.9,65.2,304
2025-03-22 02:01:24,23,1,23.9,65.3,299
2025-03-22 02:01:29,0,1,23.9,65.2,250
2025-03-22 02:01:34,25,1,23.9,65.1,286
2025-03-22 02:01:39,0,1,23.9,65.1,321
2025-03-22 02:01:45,24,1,24.0,65.1,271
2025-03-22 02:01:50,23,1,23.9,65.1,196
2025-03-22 02:01:55,0,1,23.9,65.0,312
2025-03-22 02:02:00,0,1,23.9,65.1,327
2025-03-22 02:02:06,24,1,23.9,65.1,328
2025-03-22 02:02:11,23,1,23.9,65.0,330
2025-03-22 02:02:16,0,1,23.9,64.8,311
2025-03-22 02:02:21,0,1,23.9,64.7,357
2025-03-22 02:02:27,24,1,23.9,64.6,357
2025-03-22 02:02:32,24,1,23.9,64.6,359
2025-03-22 02:02:37,0,1,23.9,64.7,360
2025-03-22 02:02:42,0,1,23.9,64.6,358
2025-03-22 02:02:48,0,1,23.9,6.6,271
2025-03-22 02:02:53,0,1,23.8,64.6,306
2025-03-22 02:02:58,23,1,23.8,64.7,219
2025-03-22 02:03:03,25,1,23.8,64.7,244
2025-03-22 02:03:09,0,1,23.8,64.7,291
2025-03-22 02:03:14,24,1,23.8,64.7,243
2025-03-22 02:03:19,23,1,23.8,64.8,288
2025-05-01 19:10:39,37,1,22.8,74.4,1010
2025-05-01 19:10:55,36,1,22.8,74.4,1009
2025-05-01 19:11:13,36,1,22.8,74.5,1007
2025-05-01 19:11:30,36,1,22.8,74.5,1007
2025-05-01 19:11:48,35,1,22.8,74.5,1011008
2025-05-01 19:12:05,35,1,22.8,74.4,1007
2025-05-01 19:12:22,0,0,0.0,0.0,0
2025-05-01 19:12:39,35,1,22.8,74.4,1010
2025-05-01 19:12:56,35,1,22.8,74.4,1009
2025-05-01 19:13:13,0,0,0.0,0.0,0
2025-05-01 19:13:30,33,1,22.8,74.4,1009
